ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
Christ College ATM,26-01-2015,83,32,51,244800,108900,135900,Monday,N,H,HHW
Christ College ATM,27-01-2015,94,46,48,411100,208200,202900,Tuesday,NH,W,HWW
Christ College ATM,28-01-2015,111,52,59,551700,317500,234200,Wednesday,NH,W,WWW
Christ College ATM,29-01-2015,94,40,54,395700,195700,200000,Thursday,NH,W,WWW
Christ College ATM,30-01-2015,96,51,45,402700,281400,121300,Friday,NH,W,WWH
Christ College ATM,31-01-2015,225,62,163,938500,338900,599600,Saturday,NH,H,WHH
Christ College ATM,01-02-2015,177,45,132,775200,239800,535400,Sunday,NH,H,HHW
Christ College ATM,02-02-2015,159,71,88,788900,368700,420200,Monday,NH,W,HWW
Christ College ATM,03-02-2015,174,72,102,1001800,467000,534800,Tuesday,NH,W,WWW
Christ College ATM,04-02-2015,110,49,61,552200,212500,339700,Wednesday,NH,W,WWW
Christ College ATM,05-02-2015,149,60,89,691900,298200,393700,Thursday,NH,W,WWW
Christ College ATM,06-02-2015,126,61,65,636900,319700,317200,Friday,NH,W,WWH
Christ College ATM,07-02-2015,144,70,74,676000,354600,321400,Saturday,NH,H,WHH
Christ College ATM,08-02-2015,131,51,80,620800,313000,307800,Sunday,NH,H,HHW
Christ College ATM,09-02-2015,172,58,114,781000,315100,465900,Monday,NH,W,HWW
Christ College ATM,10-02-2015,119,66,53,527400,333600,193800,Tuesday,NH,W,WWW
Christ College ATM,11-02-2015,144,55,89,588900,307800,281100,Wednesday,NH,W,WWW
Christ College ATM,12-02-2015,154,66,88,644700,277100,367600,Thursday,NH,W,WWW
Christ College ATM,13-02-2015,208,59,149,575500,197400,378100,Friday,NH,W,WWH
Christ College ATM,14-02-2015,225,86,139,981800,483600,498200,Saturday,NH,H,WHH
Christ College ATM,15-02-2015,245,52,193,754400,228100,526300,Sunday,NH,H,HHW
Christ College ATM,16-02-2015,111,52,59,602900,415700,187200,Monday,NH,W,HWW
Christ College ATM,18-02-2015,38,20,18,115900,86900,29000,Wednesday,NH,W,WWW
Christ College ATM,19-02-2015,97,54,43,385200,231200,154000,Thursday,NH,W,WWW
Christ College ATM,20-02-2015,99,62,37,434500,336100,98400,Friday,NH,W,WWH
Christ College ATM,21-02-2015,129,74,55,662800,441100,221700,Saturday,NH,H,WHH
Christ College ATM,22-02-2015,101,45,56,269700,146600,123100,Sunday,NH,H,HHW
Christ College ATM,23-02-2015,91,45,46,340900,166500,174400,Monday,NH,W,HWW
Christ College ATM,24-02-2015,88,49,39,317400,205000,112400,Tuesday,NH,W,WWW
Christ College ATM,25-02-2015,106,54,52,466000,318600,147400,Wednesday,NH,W,WWW
Christ College ATM,26-02-2015,96,51,45,402300,242500,159800,Thursday,NH,W,WWW
Christ College ATM,27-02-2015,126,73,53,620100,456500,163600,Friday,NH,W,WWH
Christ College ATM,28-02-2015,127,57,70,641400,343000,298400,Saturday,NH,H,WHH
Christ College ATM,01-03-2015,130,59,71,473800,200800,273000,Sunday,NH,H,HHW
Christ College ATM,02-03-2015,148,68,80,606900,307300,299600,Monday,NH,W,HWW
Christ College ATM,03-03-2015,153,73,80,632600,292200,340400,Tuesday,NH,W,WWW
Christ College ATM,04-03-2015,147,72,75,737900,333900,404000,Wednesday,NH,W,WWW
Christ College ATM,05-03-2015,172,89,83,896500,548400,348100,Thursday,NH,W,WWW
Christ College ATM,06-03-2015,139,65,74,653000,295000,358000,Friday,NH,W,WWH
Christ College ATM,07-03-2015,131,67,64,712000,406000,306000,Saturday,NH,H,WHH
Christ College ATM,08-03-2015,112,50,62,490800,223500,267300,Sunday,NH,H,HHW
Christ College ATM,09-03-2015,119,66,53,561800,320800,241000,Monday,NH,W,HWW
Christ College ATM,10-03-2015,132,54,78,631900,269000,362900,Tuesday,NH,W,WWW
Christ College ATM,11-03-2015,103,57,46,456900,303100,153800,Wednesday,NH,W,WWW
Christ College ATM,12-03-2015,185,62,123,682800,307100,375700,Thursday,NH,W,WWW
Christ College ATM,13-03-2015,209,66,143,856400,396100,460300,Friday,NH,W,WWH
Christ College ATM,14-03-2015,184,73,111,769000,329900,439100,Saturday,NH,H,WHH
Christ College ATM,15-03-2015,75,42,33,209300,139600,69700,Sunday,NH,H,HHW
Christ College ATM,16-03-2015,126,66,60,618200,401800,216400,Monday,NH,W,HWW
Christ College ATM,17-03-2015,104,54,50,373600,221500,152100,Tuesday,NH,W,WWW
Christ College ATM,18-03-2015,110,58,52,449700,339700,110000,Wednesday,NH,W,WWW
Christ College ATM,19-03-2015,114,53,61,462500,297200,165300,Thursday,NH,W,WWW
Christ College ATM,20-03-2015,115,54,61,427900,241300,186600,Friday,NH,W,WWH
Christ College ATM,21-03-2015,142,60,82,765000,477700,287300,Saturday,H,H,WHH
Christ College ATM,22-03-2015,150,39,111,508600,125100,383500,Sunday,NH,H,HHW
Christ College ATM,23-03-2015,151,61,90,568900,287400,281500,Monday,NH,W,HWW
Christ College ATM,24-03-2015,132,64,68,448500,258700,189800,Tuesday,NH,W,WWW
Christ College ATM,25-03-2015,125,62,63,529200,366400,162800,Wednesday,NH,W,WWW
Christ College ATM,26-03-2015,106,44,62,496000,235300,260700,Thursday,NH,W,WWW
Christ College ATM,27-03-2015,145,69,76,701000,443500,257500,Friday,NH,W,WWH
Christ College ATM,28-03-2015,117,58,59,527200,371700,155500,Saturday,NH,H,WHH
Christ College ATM,29-03-2015,102,48,54,321500,180900,140600,Sunday,NH,H,HHW
Christ College ATM,30-03-2015,132,74,58,534100,387900,146200,Monday,NH,W,HWW
Christ College ATM,31-03-2015,89,45,44,452700,203800,248900,Tuesday,NH,W,WWW
Christ College ATM,01-04-2015,144,62,82,645100,293200,351900,Wednesday,NH,W,WWH
Christ College ATM,02-04-2015,141,48,93,661300,225400,435900,Thursday,H,H,WHH
Christ College ATM,03-04-2015,138,50,88,597400,242300,355100,Friday,C,H,HHH
Christ College ATM,04-04-2015,102,36,66,398800,177000,221800,Saturday,NH,H,HHH
Christ College ATM,05-04-2015,99,34,65,390600,169100,221500,Sunday,NH,H,HHW
Christ College ATM,06-04-2015,203,82,121,1052900,468300,584600,Monday,NH,W,HWW
Christ College ATM,07-04-2015,146,63,83,602300,242600,359700,Tuesday,NH,W,WWW
Christ College ATM,08-04-2015,139,59,80,661200,325700,335500,Wednesday,NH,W,WWW
Christ College ATM,09-04-2015,143,70,73,725300,337100,388200,Thursday,NH,W,WWW
Christ College ATM,10-04-2015,119,58,61,572900,346400,226500,Friday,NH,W,WWH
Christ College ATM,11-04-2015,147,54,93,686600,373400,313200,Saturday,NH,H,WHH
Christ College ATM,12-04-2015,137,53,84,509100,204600,304500,Sunday,NH,H,HHW
Christ College ATM,13-04-2015,168,69,99,902600,412700,489900,Monday,NH,W,HWH
Christ College ATM,14-04-2015,92,42,50,399200,226000,173200,Tuesday,H,H,WHW
Christ College ATM,15-04-2015,151,72,79,800600,439800,360800,Wednesday,NH,W,HWW
Christ College ATM,16-04-2015,126,66,60,668300,393800,274500,Thursday,NH,W,WWW
Christ College ATM,17-04-2015,76,48,28,380700,262800,117900,Friday,NH,W,WWH
Christ College ATM,18-04-2015,128,51,77,555800,273300,282500,Saturday,NH,H,WHH
Christ College ATM,19-04-2015,85,32,53,263200,110300,152900,Sunday,NH,H,HHW
Christ College ATM,20-04-2015,119,51,68,539900,249100,290800,Monday,NH,W,HWW
Christ College ATM,21-04-2015,118,69,49,468700,266700,202000,Tuesday,NH,W,WWW
Christ College ATM,22-04-2015,130,48,82,483200,188300,294900,Wednesday,NH,W,WWW
Christ College ATM,23-04-2015,134,35,99,666900,166100,500800,Thursday,NH,W,WWW
Christ College ATM,24-04-2015,161,48,113,652600,290100,362500,Friday,NH,W,WWH
Christ College ATM,25-04-2015,186,57,129,825400,298100,527300,Saturday,NH,H,WHH
Christ College ATM,26-04-2015,179,37,142,659600,157000,502600,Sunday,NH,H,HHW
Christ College ATM,27-04-2015,200,54,146,796600,334300,462300,Monday,NH,W,HWW
Christ College ATM,28-04-2015,214,65,149,804200,274100,530100,Tuesday,NH,W,WWW
Christ College ATM,29-04-2015,134,64,70,567700,358800,208900,Wednesday,NH,W,WWW
Christ College ATM,30-04-2015,151,66,85,608700,349800,258900,Thursday,NH,W,WWH
Christ College ATM,01-05-2015,100,36,64,445100,180700,264400,Friday,N,H,WHH
Christ College ATM,02-05-2015,288,74,214,1569200,455700,1113500,Saturday,NH,H,HHH
Christ College ATM,03-05-2015,156,39,117,560800,126000,434800,Sunday,NH,H,HHW
Christ College ATM,04-05-2015,184,59,125,1002800,349600,653200,Monday,NH,W,HWW
Christ College ATM,05-05-2015,163,89,74,856200,577100,279100,Tuesday,NH,W,WWW
Christ College ATM,06-05-2015,136,73,63,708100,444900,263200,Wednesday,NH,W,WWW
Christ College ATM,07-05-2015,178,64,114,883100,353800,529300,Thursday,NH,W,WWW
Christ College ATM,08-05-2015,131,60,71,638600,346200,292400,Friday,NH,W,WWH
Christ College ATM,09-05-2015,125,81,44,719200,539000,180200,Saturday,NH,H,WHH
Christ College ATM,10-05-2015,104,36,68,472000,159400,312600,Sunday,NH,H,HHW
Christ College ATM,11-05-2015,147,60,87,663300,324900,338400,Monday,NH,W,HWW
Christ College ATM,12-05-2015,139,49,90,498000,163300,334700,Tuesday,NH,W,WWW
Christ College ATM,13-05-2015,142,49,93,583400,191000,392400,Wednesday,NH,W,WWW
Christ College ATM,14-05-2015,101,43,58,312600,137800,174800,Thursday,NH,W,WWW
Christ College ATM,15-05-2015,134,73,61,660900,461700,199200,Friday,NH,W,WWH
Christ College ATM,16-05-2015,104,57,47,462000,322000,140000,Saturday,NH,H,WHH
Christ College ATM,17-05-2015,74,36,38,237900,92600,145300,Sunday,NH,H,HHW
Christ College ATM,18-05-2015,108,55,53,591600,379100,212500,Monday,NH,W,HWW
Christ College ATM,19-05-2015,123,65,58,557800,334800,223000,Tuesday,NH,W,WWW
Christ College ATM,20-05-2015,113,54,59,612300,382100,230200,Wednesday,NH,W,WWW
Christ College ATM,21-05-2015,118,58,60,529400,317900,211500,Thursday,NH,W,WWW
Christ College ATM,22-05-2015,113,59,54,495400,309800,185600,Friday,NH,W,WWH
Christ College ATM,23-05-2015,169,57,112,713200,333600,379600,Saturday,NH,H,WHH
Christ College ATM,24-05-2015,137,36,101,490000,141200,348800,Sunday,NH,H,HHW
Christ College ATM,25-05-2015,113,47,66,500200,235400,264800,Monday,NH,W,HWW
Christ College ATM,26-05-2015,109,55,54,485400,273800,211600,Tuesday,NH,W,WWW
Christ College ATM,27-05-2015,124,63,61,602900,358500,244400,Wednesday,NH,W,WWW
Christ College ATM,28-05-2015,134,42,92,569500,217300,352200,Thursday,NH,W,WWW
Christ College ATM,29-05-2015,109,34,75,509900,147300,362600,Friday,NH,W,WWH
Christ College ATM,30-05-2015,125,52,73,582800,291100,291700,Saturday,NH,H,WHH
Christ College ATM,31-05-2015,102,36,66,477900,179800,298100,Sunday,NH,H,HHW
Christ College ATM,01-06-2015,45,19,26,237300,82000,155300,Monday,NH,W,HWW
Christ College ATM,02-06-2015,93,45,48,467500,231300,236200,Tuesday,NH,W,WWW
Christ College ATM,03-06-2015,145,58,87,731900,271000,460900,Wednesday,NH,W,WWW
Christ College ATM,04-06-2015,228,82,146,1072900,394400,678500,Thursday,NH,W,WWW
Christ College ATM,05-06-2015,167,84,83,664200,359300,304900,Friday,NH,W,WWH
Christ College ATM,06-06-2015,186,77,109,955900,482400,473500,Saturday,NH,H,WHH
Christ College ATM,07-06-2015,37,12,25,71100,23600,47500,Sunday,NH,H,HHW
Christ College ATM,08-06-2015,115,48,67,560900,255400,305500,Monday,NH,W,HWW
Christ College ATM,09-06-2015,128,56,72,668200,367100,301100,Tuesday,NH,W,WWW
Christ College ATM,10-06-2015,137,67,70,489000,276200,212800,Wednesday,NH,W,WWW
Christ College ATM,11-06-2015,115,52,63,430700,203200,227500,Thursday,NH,W,WWW
Christ College ATM,12-06-2015,119,48,71,413200,140900,272300,Friday,NH,W,WWH
Christ College ATM,13-06-2015,166,70,96,762200,387500,374700,Saturday,NH,H,WHH
Christ College ATM,14-06-2015,94,37,57,239800,93100,146700,Sunday,NH,H,HHW
Christ College ATM,15-06-2015,133,69,64,654300,402800,251500,Monday,NH,W,HWW
Christ College ATM,16-06-2015,111,60,51,407000,236000,171000,Tuesday,NH,W,WWW
Christ College ATM,17-06-2015,113,45,68,573900,282000,291900,Wednesday,NH,W,WWW
Christ College ATM,18-06-2015,113,57,56,558500,344800,213700,Thursday,NH,W,WWW
Christ College ATM,19-06-2015,160,52,108,554400,188000,366400,Friday,NH,W,WWH
Christ College ATM,20-06-2015,155,68,87,637600,345700,291900,Saturday,NH,H,WHH
Christ College ATM,21-06-2015,158,50,108,484400,198100,286300,Sunday,NH,H,HHW
Christ College ATM,22-06-2015,156,64,92,569500,283800,285700,Monday,NH,W,HWW
Christ College ATM,23-06-2015,127,46,81,369900,182400,187500,Tuesday,NH,W,WWW
Christ College ATM,24-06-2015,154,67,87,827700,419900,407800,Wednesday,NH,W,WWW
Christ College ATM,25-06-2015,154,57,97,566800,230000,336800,Thursday,NH,W,WWW
Christ College ATM,26-06-2015,109,60,49,394800,278700,116100,Friday,NH,W,WWH
Christ College ATM,27-06-2015,135,61,74,713200,394500,318700,Saturday,NH,H,WHH
Christ College ATM,28-06-2015,110,49,61,339400,177500,161900,Sunday,NH,H,HHW
Christ College ATM,29-06-2015,124,55,69,473000,251600,221400,Monday,NH,W,HWW
Christ College ATM,30-06-2015,161,71,90,733300,415600,317700,Tuesday,NH,W,WWW
Christ College ATM,01-07-2015,196,63,133,870000,302600,567400,Wednesday,NH,W,WWW
Christ College ATM,02-07-2015,182,54,128,902700,248200,654500,Thursday,NH,W,WWW
Christ College ATM,03-07-2015,148,51,97,642800,242800,400000,Friday,NH,W,WWH
Christ College ATM,04-07-2015,38,23,15,175100,119400,55700,Saturday,NH,H,WHH
Christ College ATM,06-07-2015,133,46,87,707700,246100,461600,Monday,NH,W,HWW
Christ College ATM,07-07-2015,149,84,65,687300,355900,331400,Tuesday,NH,W,WWW
Christ College ATM,08-07-2015,109,59,50,555300,298500,256800,Wednesday,NH,W,WWW
Christ College ATM,09-07-2015,126,64,62,500700,274900,225800,Thursday,NH,W,WWW
Christ College ATM,10-07-2015,146,59,87,671900,329700,342200,Friday,NH,W,WWH
Christ College ATM,11-07-2015,194,74,120,870000,380400,489600,Saturday,NH,H,WHH
Christ College ATM,12-07-2015,104,59,45,258700,158100,100600,Sunday,NH,H,HHW
Christ College ATM,13-07-2015,109,48,61,452000,229500,222500,Monday,NH,W,HWW
Christ College ATM,14-07-2015,135,60,75,608600,265000,343600,Tuesday,NH,W,WWW
Christ College ATM,15-07-2015,130,63,67,709600,401700,307900,Wednesday,NH,W,WWW
Christ College ATM,16-07-2015,125,65,60,676100,496800,179300,Thursday,NH,W,WWW
Christ College ATM,17-07-2015,89,44,45,372400,215000,157400,Friday,NH,W,WWH
Christ College ATM,20-07-2015,174,58,116,907800,283600,624200,Monday,NH,W,HWW
Christ College ATM,21-07-2015,130,62,68,521500,266300,255200,Tuesday,NH,W,WWW
Christ College ATM,22-07-2015,123,48,75,410300,155800,254500,Wednesday,NH,W,WWW
Christ College ATM,23-07-2015,132,55,77,589800,274400,315400,Thursday,NH,W,WWW
Christ College ATM,24-07-2015,108,45,63,307900,135900,172000,Friday,NH,W,WWH
Christ College ATM,25-07-2015,144,72,72,653200,476600,176600,Saturday,NH,H,WHH
Christ College ATM,26-07-2015,107,43,64,370800,204200,166600,Sunday,NH,H,HHW
Christ College ATM,27-07-2015,95,38,57,332500,170400,162100,Monday,NH,W,HWW
Christ College ATM,28-07-2015,106,56,50,478300,300300,178000,Tuesday,NH,W,WWW
Christ College ATM,29-07-2015,127,63,64,568800,372900,195900,Wednesday,NH,W,WWW
Christ College ATM,30-07-2015,67,34,33,241100,168700,72400,Thursday,NH,W,WWH
Christ College ATM,31-07-2015,141,65,76,647100,323100,324000,Friday,NH,W,WWH
Christ College ATM,01-08-2015,197,77,120,990400,359700,630700,Saturday,NH,H,WHH
Christ College ATM,02-08-2015,29,6,23,110600,60700,49900,Sunday,NH,H,HHW
Christ College ATM,03-08-2015,88,21,67,393600,107000,286600,Monday,NH,W,HWW
Christ College ATM,04-08-2015,142,71,71,688700,381500,307200,Tuesday,NH,W,WWW
Christ College ATM,05-08-2015,35,22,13,229600,175700,53900,Wednesday,NH,W,WWW
Christ College ATM,06-08-2015,46,17,29,140100,62300,77800,Thursday,NH,W,WWW
Christ College ATM,07-08-2015,140,60,80,540900,257000,283900,Friday,NH,W,WWH
Christ College ATM,08-08-2015,160,86,74,950300,635000,315300,Saturday,NH,H,WHH
Christ College ATM,09-08-2015,33,14,19,121400,95000,26400,Sunday,NH,H,HHW
Christ College ATM,10-08-2015,127,44,83,489300,136600,352700,Monday,NH,W,HWW
Christ College ATM,11-08-2015,126,64,62,579400,366600,212800,Tuesday,NH,W,WWW
Christ College ATM,12-08-2015,128,65,63,499800,312500,187300,Wednesday,NH,W,WWW
Christ College ATM,13-08-2015,106,48,58,457100,266300,190800,Thursday,NH,W,WWW
Christ College ATM,14-08-2015,119,51,68,595600,308400,287200,Friday,NH,W,WWH
Christ College ATM,15-08-2015,87,43,44,275400,159300,116100,Saturday,N,H,WHH
Christ College ATM,16-08-2015,106,36,70,232600,87100,145500,Sunday,NH,H,HHW
Christ College ATM,17-08-2015,114,56,58,552200,326300,225900,Monday,NH,W,HWW
Christ College ATM,18-08-2015,140,58,82,599500,339800,259700,Tuesday,NH,W,WWW
Christ College ATM,19-08-2015,149,72,77,574600,291300,283300,Wednesday,NH,W,WWW
Christ College ATM,20-08-2015,137,53,84,498900,205100,293800,Thursday,NH,W,WWW
Christ College ATM,21-08-2015,191,57,134,741600,323700,417900,Friday,NH,W,WWH
Christ College ATM,22-08-2015,160,48,112,571600,173400,398200,Saturday,NH,H,WHH
Christ College ATM,23-08-2015,78,38,40,239800,118600,121200,Sunday,NH,H,HHW
Christ College ATM,24-08-2015,96,48,48,273600,171700,101900,Monday,NH,W,HWW
Christ College ATM,25-08-2015,138,42,96,411400,111400,300000,Tuesday,NH,W,WWW
Christ College ATM,26-08-2015,124,50,74,423800,189700,234100,Wednesday,NH,W,WWW
Christ College ATM,27-08-2015,124,49,75,537300,265000,272300,Thursday,NH,W,WWW
Christ College ATM,28-08-2015,100,44,56,371900,179000,192900,Friday,NH,W,WWH
Christ College ATM,29-08-2015,130,56,74,495800,251200,244600,Saturday,NH,H,WHH
Christ College ATM,30-08-2015,91,39,52,346900,213100,133800,Sunday,NH,H,HHW
Christ College ATM,31-08-2015,123,63,60,473900,245700,228200,Monday,NH,W,HWW
Christ College ATM,01-09-2015,146,56,90,783000,313600,469400,Tuesday,NH,W,WWW
Christ College ATM,02-09-2015,144,64,80,828800,404700,424100,Wednesday,NH,W,WWW
Christ College ATM,03-09-2015,152,65,87,799000,374300,424700,Thursday,NH,W,WWW
Christ College ATM,04-09-2015,178,76,102,823800,416200,407600,Friday,NH,W,WWH
Christ College ATM,05-09-2015,239,64,175,1235900,482900,753000,Saturday,H,H,WHH
Christ College ATM,06-09-2015,90,16,74,211800,33200,178600,Sunday,NH,H,HHW
Christ College ATM,07-09-2015,131,44,87,598200,242200,356000,Monday,NH,W,HWW
Christ College ATM,08-09-2015,197,72,125,978100,358200,619900,Tuesday,NH,W,WWW
Christ College ATM,09-09-2015,147,62,85,657300,336900,320400,Wednesday,NH,W,WWW
Christ College ATM,10-09-2015,168,69,99,762300,368600,393700,Thursday,NH,W,WWW
Christ College ATM,11-09-2015,132,74,58,695700,466200,229500,Friday,NH,W,WWH
Christ College ATM,12-09-2015,120,65,55,687300,472600,214700,Saturday,NH,H,WHH
Christ College ATM,13-09-2015,128,47,81,661100,334100,327000,Sunday,NH,H,HHW
Christ College ATM,14-09-2015,37,18,19,225100,144900,80200,Monday,NH,W,HWW
Christ College ATM,15-09-2015,137,63,74,600300,326300,274000,Tuesday,NH,W,WWW
Christ College ATM,16-09-2015,121,56,65,426100,202200,223900,Wednesday,NH,W,WWH
Christ College ATM,17-09-2015,69,35,34,283900,177800,106100,Thursday,H,H,WHW
Christ College ATM,18-09-2015,120,51,69,429200,215000,214200,Friday,NH,W,HWH
Christ College ATM,19-09-2015,119,48,71,512800,259900,252900,Saturday,NH,H,WHH
Christ College ATM,20-09-2015,101,43,58,338500,151200,187300,Sunday,NH,H,HHW
Christ College ATM,21-09-2015,144,63,81,574200,254600,319600,Monday,NH,W,HWW
Christ College ATM,22-09-2015,127,54,73,557000,214500,342500,Tuesday,NH,W,WWW
Christ College ATM,23-09-2015,91,48,43,325100,214200,110900,Wednesday,NH,W,WWH
Christ College ATM,24-09-2015,97,42,55,343500,190600,152900,Thursday,M,H,WHW
Christ College ATM,25-09-2015,103,48,55,380700,220900,159800,Friday,NH,W,HWH
Christ College ATM,26-09-2015,126,48,78,525100,210500,314600,Saturday,NH,H,WHH
Christ College ATM,27-09-2015,82,41,41,190100,90500,99600,Sunday,NH,H,HHW
Christ College ATM,28-09-2015,132,66,66,597100,335900,261200,Monday,NH,W,HWW
Christ College ATM,29-09-2015,124,65,59,603500,400900,202600,Tuesday,NH,W,WWW
Christ College ATM,30-09-2015,116,56,60,674800,340000,334800,Wednesday,NH,W,WWW
Christ College ATM,01-10-2015,161,69,92,917200,409500,507700,Thursday,NH,W,WWH
Christ College ATM,02-10-2015,109,47,62,520700,227500,293200,Friday,N,H,WHH
Christ College ATM,03-10-2015,130,57,73,739200,365100,374100,Saturday,NH,H,HHH
Christ College ATM,04-10-2015,129,48,81,633600,307600,326000,Sunday,NH,H,HHW
Christ College ATM,05-10-2015,165,52,113,845100,267900,577200,Monday,NH,W,HWW
Christ College ATM,06-10-2015,186,74,112,960500,491300,469200,Tuesday,NH,W,WWW
Christ College ATM,07-10-2015,188,84,104,1024600,498300,526300,Wednesday,NH,W,WWW
Christ College ATM,08-10-2015,112,62,50,540400,292600,247800,Thursday,NH,W,WWW
Christ College ATM,09-10-2015,116,60,56,580100,359600,220500,Friday,NH,W,WWH
Christ College ATM,10-10-2015,118,61,57,516000,347400,168600,Saturday,NH,H,WHH
Christ College ATM,11-10-2015,101,38,63,342000,162400,179600,Sunday,NH,H,HHW
Christ College ATM,12-10-2015,141,44,97,565400,188000,377400,Monday,NH,W,HWW
Christ College ATM,13-10-2015,24,12,12,51500,23000,28500,Tuesday,NH,W,WWW
Christ College ATM,14-10-2015,146,61,85,645400,396600,248800,Wednesday,NH,W,WWW
Christ College ATM,15-10-2015,140,83,57,735200,514000,221200,Thursday,NH,W,WWW
Christ College ATM,16-10-2015,112,51,61,415400,228500,186900,Friday,NH,W,WWH
Christ College ATM,17-10-2015,154,76,78,858900,551800,307100,Saturday,NH,H,WHH
Christ College ATM,18-10-2015,61,39,22,121500,90400,31100,Sunday,NH,H,HHW
Christ College ATM,19-10-2015,127,54,73,381800,202900,178900,Monday,NH,W,HWW
Christ College ATM,20-10-2015,149,82,67,786900,517800,269100,Tuesday,NH,W,WWH
Christ College ATM,21-10-2015,93,37,56,300000,148100,151900,Wednesday,H,H,WHH
Christ College ATM,22-10-2015,54,15,39,69600,16700,52900,Thursday,H,H,HHH
Christ College ATM,23-10-2015,81,45,36,397900,286800,111100,Friday,M,H,HHH
Christ College ATM,24-10-2015,127,49,78,502600,170400,332200,Saturday,NH,H,HHH
